brand,model,variant,locality,rto,fuel_type,transmission,seller_type,color,vehicle_age,odometer_reading,km_per_year,owner_count,certified,pincode,selling_price,split
mahindra,thar,lx d 4wd at convertible,unknown,ka-03,diesel,automatic,unknown,unknown,5.0,99439.0,19887.8,1,,,1080000.0,train
hyundai,verna,sx,thanisandra,ka-12,petrol,manual,dealer,unknown,6.0,42694.0,7115.7,1,1.0,,918000.0,train
maruti suzuki,baleno,zeta cvt,hebbal,ka-01,petrol,automatic,dealer,grey,7.0,36862.0,5266.0,1,1.0,560064.0,585000.0,train
honda,amaze,s,unknown,ka-51,petrol,manual,dealer,unknown,13.0,65676.0,5052.0,1,,,288000.0,train
skoda,kushaq,style dsg,hebbal,ka-14,petrol,automatic,dealer,white,4.0,51500.0,12875.0,1,1.0,560103.0,1285000.0,train
hyundai,i20,sportz mt,unknown,ka-51,petrol,manual,unknown,unknown,3.0,28041.0,9347.0,1,,,720000.0,train
hyundai,verna,fluidic 4s s(o,beside rainbow pg channasandhra,ka-03,petrol,manual,dealer,white,11.0,63855.0,5805.0,2,1.0,560066.0,520000.0,train
hyundai,i20,magna plus,hebbal,ka-04,petrol,manual,dealer,grey,7.0,73553.0,10507.6,1,1.0,560064.0,504400.0,train
maruti suzuki,baleno,alpha,unknown,ka-05,petrol,manual,dealer,unknown,10.0,99377.0,9937.7,1,,,499000.0,train
maruti suzuki,baleno,alpha,whitefield,ka-25,petrol,manual,dealer,red,8.0,18500.0,2312.5,1,1.0,560066.0,610000.0,train
maruti suzuki,fronx,zeta 6 at,unknown,ka-02,petrol,automatic,dealer,unknown,2.0,18500.0,9250.0,1,,,1090000.0,train
maruti suzuki,wagon r,vxi amt,hebbal,ka-03,petrol,automatic,dealer,grey,8.0,43659.0,5457.4,1,1.0,560023.0,360000.0,train
renault,duster,rxe,trifecta joli apartments trifecta joli apartments kodathi jhc,ka-01,petrol,manual,dealer,white,12.0,99176.0,8264.7,2,1.0,,300000.0,train
honda,amaze,ex,hebbal,ka-05,petrol,manual,dealer,unknown,12.0,78500.0,6541.7,1,0.0,562157.0,331000.0,train
maruti suzuki,fronx,alpha 6 at,unknown,ka-05,petrol,automatic,dealer,unknown,2.0,18500.0,9250.0,1,1.0,,1088000.0,train
maruti suzuki,grand vitara,alpha plus ecvt,gandhi nagar,ka-53,hybrid,automatic,dealer,unknown,3.0,71807.0,23935.7,1,1.0,560009.0,1230000.0,train
tata,tiago,xz amt,unknown,ka-03,petrol,automatic,dealer,unknown,5.0,78097.0,15619.4,1,,,501339.0,train
kia,seltos,htx plus,unknown,ka-02,diesel,manual,unknown,unknown,5.0,49005.0,9801.0,1,,,1350000.0,train
ford,figo,titanium ti-vct,nexus shanti niketan mall,ka-04,petrol,manual,dealer,unknown,9.0,122000.0,13555.6,1,0.0,560066.0,374000.0,train
maruti suzuki,ciaz,zxi+ rs,koramangala,ka-02,petrol,manual,dealer,brown,10.0,58087.0,5808.7,3,1.0,560034.0,471935.0,train
renault,kwid,rxt amt,malleshwaram,ka-01,petrol,automatic,dealer,white,9.0,50500.0,5611.1,1,1.0,560003.0,321000.0,train
maruti suzuki,swift,vxi,electronic city,ka-03,petrol,manual,dealer,unknown,16.0,83242.0,5202.6,1,1.0,560100.0,220000.0,train
volkswagen,polo,trendline,hebbal,ka-03,petrol,manual,dealer,grey,4.0,28500.0,7125.0,1,1.0,562157.0,688000.0,train
honda,city,s,unknown,ka-03,petrol,manual,dealer,unknown,10.0,24500.0,2450.0,1,1.0,,550000.0,train
maruti suzuki,vitara brezza,zdi,hebbal,ka-51,diesel,manual,dealer,white,10.0,79312.0,7931.2,1,1.0,560064.0,601600.0,train
tata,zest,xt 90ps,unknown,ka-05,diesel,manual,unknown,unknown,11.0,17200.0,1563.6,1,,,458000.0,train
ford,new figo,titanium mt,hebbal,ka-05,petrol,manual,dealer,white,6.0,94109.0,15684.8,2,1.0,560064.0,360000.0,train
ford,ecosport,titanium,hotel hotel,ka-28,petrol,manual,dealer,white,5.0,92049.0,18409.8,2,1.0,560078.0,750000.0,train
hyundai,grand i10,sportz kappa,hebbal,ka-19,petrol,manual,dealer,silver,9.0,23635.0,2626.1,1,1.0,560064.0,371288.0,train
maruti suzuki,swift,zxi amt,whitefield,ka-03,petrol,automatic,dealer,unknown,8.0,149965.0,18745.6,1,1.0,560066.0,465600.0,train
mahindra,thar,lx p 2wd at ht,yeshwanthpur,ka-05,petrol,automatic,dealer,blue,2.0,31978.0,15989.0,1,1.0,560022.0,1152700.0,train
mahindra,kuv100,k4 6 str,hebbal,ka-50,petrol,manual,dealer,red,9.0,51468.0,5718.7,1,1.0,560064.0,350000.0,train
hyundai,i20,asta,malleshwaram,ka-03,petrol,manual,dealer,grey,11.0,87500.0,7954.5,1,1.0,560003.0,487000.0,train
tata,nexon,fearless + sunroof amt,hebbal,ka-51,diesel,automatic,dealer,grey,3.0,95761.0,31920.3,1,1.0,560064.0,874200.0,train
mahindra,xylo,h8 abs bs iv,unknown,ka-03,diesel,manual,dealer,unknown,12.0,51807.0,4317.2,1,1.0,,532600.0,train
volkswagen,polo,highline1.2l,malleshwaram,ka-05,petrol,manual,dealer,unknown,10.0,45500.0,4550.0,1,0.0,560003.0,513000.0,train
hyundai,i20,asta (o,vivekanandanagar machohalli,ka-50,petrol,manual,dealer,unknown,11.0,210607.0,19146.1,1,1.0,,450000.0,train
renault,kiger,rxt amt,yelahanka,dl-10,petrol,automatic,dealer,unknown,5.0,23129.0,4625.8,1,1.0,560064.0,510000.0,train
renault,kwid,rxt amt,unknown,ka-03,petrol,automatic,dealer,unknown,10.0,49000.0,4900.0,1,0.0,,299000.0,train
volkswagen,polo,highline1.2l,unknown,ka-03,petrol,manual,unknown,unknown,9.0,55148.0,6127.6,1,,,530000.0,train
renault,kwid,rxt amt (o,kanasu nilaya kanasu nilaya,ka-03,petrol,automatic,dealer,unknown,5.0,34302.0,6860.4,1,1.0,,430000.0,train
renault,kwid,climber amt,koramangala,ka-53,petrol,automatic,dealer,unknown,9.0,61573.0,6841.4,1,1.0,560034.0,276300.0,train
honda,wr-v,sv mt,koramangala,ka-19,diesel,manual,dealer,unknown,5.0,86383.0,17276.6,2,1.0,560034.0,751900.0,train
hyundai,i10,asta kappa2,unknown,ka-01,petrol,manual,dealer,unknown,16.0,122500.0,7656.2,1,,,223000.0,train
ford,fiesta,titanium,unknown,ap-28,diesel,manual,dealer,white,15.0,185000.0,12333.3,4,1.0,,200000.0,train
maruti suzuki,baleno,delta,hebbal,ka-03,petrol,manual,dealer,grey,8.0,39000.0,4875.0,1,1.0,562157.0,544000.0,train
maruti suzuki,baleno,alpha ags,marathahalli,ka-51,petrol,automatic,dealer,blue,3.0,66588.0,22196.0,1,1.0,560037.0,736000.0,train
tata,punch,creative amt rtn,hebbal,ka-53,petrol,automatic,dealer,orange,5.0,15752.0,3150.4,1,1.0,560064.0,700000.0,train
ford,new figo,titanium mt,yeshwanthpur,ka-03,petrol,manual,dealer,silver,10.0,49959.0,4995.9,1,1.0,560022.0,336188.0,train
renault,kwid,rxt amt,bannerghatta,ka-02,petrol,automatic,dealer,unknown,9.0,66000.0,7333.3,2,1.0,560076.0,309000.0,train
maruti suzuki,baleno,delta cvt,hebbal,ka-03,petrol,automatic,dealer,grey,9.0,40220.0,4468.9,1,1.0,560064.0,499814.0,train
volkswagen,polo,highline1.5l,mariamma devi temple hno 61,ka-03,diesel,manual,dealer,unknown,12.0,96931.0,8077.6,1,1.0,,400000.0,train
hyundai,venue,s (o) mt,whitefield,ka-05,petrol,manual,dealer,white,2.0,28100.0,14050.0,1,1.0,560066.0,874673.0,train
honda,amaze,vx at,unknown,ka-51,petrol,automatic,dealer,unknown,12.0,100402.0,8366.8,1,,,284000.0,train
honda,city,v mt,unknown,ka-05,petrol,manual,dealer,unknown,7.0,148849.0,21264.1,1,,,543378.0,train
maruti suzuki,baleno,zeta at,nexus shanti niketan mall,ka-05,petrol,automatic,dealer,orange,7.0,52500.0,7500.0,1,1.0,560066.0,621000.0,train
tata,punch,accomplished amt,whitefield,ka-03,petrol,automatic,dealer,unknown,5.0,30122.0,6024.4,1,1.0,560066.0,523948.0,train
hyundai,santro xing,gls,unknown,ka-03,petrol,manual,unknown,unknown,17.0,84931.0,4995.9,1,,,150000.0,train
hyundai,grand i10,asta at kappa,unknown,ka-03,petrol,automatic,dealer,unknown,11.0,129848.0,11804.4,1,,,350000.0,train
tata,nano,twist xt,hebbal,ka-51,petrol,manual,dealer,unknown,12.0,49821.0,4151.8,2,1.0,560064.0,103000.0,train
mahindra,xuv500,w9 at,unknown,ka-04,diesel,automatic,unknown,unknown,7.0,53106.0,7586.6,1,,,1180000.0,train
tata,harrier,xma kryotec,whitefield,ka-41,diesel,automatic,dealer,unknown,5.0,97438.0,19487.6,1,1.0,560066.0,1160000.0,train
mahindra,xuv300,w6,malleshwaram,ka-03,petrol,manual,dealer,black,7.0,86416.0,12345.1,2,1.0,560003.0,600000.0,train
renault,kwid,rxt (o,gandhi nagar,ka-03,petrol,manual,dealer,unknown,5.0,45641.0,9128.2,1,1.0,560009.0,343000.0,train
maruti suzuki,ciaz,zdi+ shvs,hebbal,ka-03,diesel,manual,dealer,brown,9.0,65662.0,7295.8,2,1.0,560064.0,575000.0,train
honda,jazz,v at,hebbal,ka-04,petrol,automatic,dealer,unknown,8.0,77717.0,9714.6,1,1.0,560064.0,417100.0,train
maruti suzuki,baleno,alpha,hebbal,ka-05,petrol,manual,dealer,blue,10.0,99377.0,9937.7,2,1.0,560064.0,400000.0,train
hyundai,grand i10,asta kappa,hebbal,ka-04,petrol,manual,dealer,unknown,11.0,73667.0,6697.0,1,1.0,560064.0,360000.0,train
maruti suzuki,baleno,delta,yeshwanthpur,ka-13,petrol,manual,dealer,unknown,8.0,79573.0,9946.6,1,1.0,,506000.0,train
tata,nexon,xz plus,unknown,unknown,petrol,manual,unknown,unknown,7.0,40000.0,5714.3,1,,,681000.0,train
volkswagen,vento,highline at,btm layout,ka-51,diesel,automatic,dealer,silver,10.0,144474.0,14447.4,2,1.0,560066.0,550000.0,train
hyundai,i20,asta,khb colony hoskote,ka-53,petrol,manual,dealer,silver,14.0,95144.0,6796.0,1,1.0,560066.0,295000.0,train
mg,astor,sharp mt,gandhi nagar,ka-53,petrol,manual,dealer,black,3.0,18273.0,6091.0,1,1.0,560009.0,1097600.0,train
volkswagen,polo,highline1.2l,gandhi nagar,ka-03,petrol,manual,dealer,unknown,12.0,71885.0,5990.4,2,1.0,560009.0,327400.0,train
tata,altroz,xza + sunroof,kr puram,23bh,petrol,automatic,dealer,silver,3.0,12538.0,4179.3,1,1.0,560036.0,820000.0,train
maruti suzuki,eeco,5 str with a/c+htr,unknown,ka-51,petrol,manual,dealer,unknown,8.0,105277.0,13159.6,1,,,410000.0,train
tata,hexa,xm 4x2 7 str,malleshwaram,ka-41,diesel,manual,dealer,unknown,8.0,93500.0,11687.5,1,0.0,560003.0,758000.0,train
skoda,superb,elegance cr at,chamrajpet,ka-01,diesel,automatic,dealer,brown,15.0,113212.0,7547.5,1,1.0,560066.0,532000.0,train
ford,new figo,titanium mt,hebbal,ka-51,petrol,manual,dealer,red,8.0,54337.0,6792.1,1,1.0,560064.0,372400.0,train
maruti suzuki,swift,zxi,gandhi nagar,ka-21,petrol,manual,dealer,unknown,7.0,78723.0,11246.1,1,1.0,560009.0,540800.0,train
kia,seltos,gtx plus,phase power products 15th cross gkw layout doddanna industrial area rural,ka-04,petrol,manual,dealer,unknown,6.0,115275.0,19212.5,1,1.0,,900000.0,train
honda,jazz,v at,hebbal,ka-04,petrol,automatic,dealer,unknown,11.0,180500.0,16409.1,1,0.0,562157.0,363000.0,train
honda,city,vx cvt,sobha forest view sobha forest view,ka-05,petrol,automatic,dealer,silver,12.0,142225.0,11852.1,2,1.0,560066.0,410000.0,train
hyundai,verna,sx + at,whitefield,ka-02,petrol,automatic,dealer,white,7.0,89440.0,12777.1,1,1.0,560066.0,739500.0,train
nissan,magnite,xv mt,kammasandra road kammasandra road hebbagodi,ka-03,petrol,manual,dealer,unknown,4.0,28496.0,7124.0,1,1.0,,700000.0,train
tata,nexon,xza plus,unknown,ka-05,diesel,automatic,dealer,unknown,5.0,54661.0,10932.2,1,1.0,,747900.0,train
maruti suzuki,alto,lxi,old madras road,ka-53,petrol,manual,dealer,red,4.0,27642.0,6910.5,2,1.0,560016.0,375000.0,train
maruti suzuki,wagon r,vxi,begur,kl-71,petrol,manual,dealer,blue,14.0,41877.0,2991.2,2,1.0,560068.0,210000.0,train
tata,nexon,xz plus,nexus shanti niketan mall,ka-03,petrol,manual,dealer,grey,8.0,52500.0,6562.5,1,1.0,560066.0,658000.0,train
maruti suzuki,ritz,vxi,whitefield,ka-04,petrol,manual,dealer,red,10.0,88588.0,8858.8,1,1.0,560066.0,284509.0,train
maruti suzuki,swift,vxi,marathahalli,ka-53,petrol,manual,dealer,white,4.0,55288.0,13822.0,1,1.0,560037.0,650000.0,train
nissan,micra,xl cvt,unknown,ka-04,petrol,automatic,dealer,unknown,10.0,83000.0,8300.0,1,0.0,,333000.0,train
maruti suzuki,swift,vxi,begur,ka-05,petrol,manual,dealer,red,13.0,59916.0,4608.9,2,1.0,560068.0,390000.0,train
maruti suzuki,ertiga,zxi at shvs,unknown,ts-08,petrol,automatic,dealer,unknown,7.0,77744.0,11106.3,1,,,700000.0,train
tata,punch,creative amt,unknown,ka-02,petrol,automatic,dealer,unknown,4.0,33946.0,8486.5,1,,,720000.0,train
maruti suzuki,alto,lxi,unknown,ka-43,petrol,manual,unknown,unknown,13.0,89595.0,6891.9,1,,,190717.0,train
honda,amaze,vx mt,unknown,ka-05,petrol,manual,dealer,unknown,4.0,67500.0,16875.0,1,,,657000.0,train
tata,zest,xms 90ps,hebbal,ka-41,diesel,manual,dealer,unknown,9.0,90292.0,10032.4,1,1.0,560064.0,407142.0,train
ford,ecosport,titanium ti-vct at,bannerghatta,ka-03,petrol,automatic,dealer,silver,11.0,57500.0,5227.3,3,0.0,560076.0,429000.0,train
honda,city,sv cvt,malleshwaram,ka-41,petrol,automatic,dealer,unknown,10.0,97000.0,9700.0,1,0.0,560003.0,511000.0,train
tata,nano,twist xt,bannerghatta,ka-19,petrol,manual,dealer,purple,11.0,57000.0,5181.8,2,0.0,560076.0,159000.0,train
honda,brio,s mt,s1 aditya residency appartment,ka-03,petrol,manual,dealer,grey,13.0,61896.0,4761.2,2,1.0,560066.0,247000.0,train
honda,amaze,sx,kanakapura road,ka-02,petrol,manual,dealer,unknown,12.0,88808.0,7400.7,1,1.0,560062.0,298000.0,train
maruti suzuki,wagon r,vxi,whitefield,ka-41,petrol,manual,dealer,unknown,13.0,62000.0,4769.2,1,0.0,560066.0,306000.0,train
hyundai,verna,sx plus mt,chandra layout,ka-03,petrol,manual,dealer,white,1.0,3941.0,3941.0,1,1.0,560066.0,1560000.0,train
hyundai,creta,sx plus,unknown,ka-51,petrol,manual,dealer,unknown,10.0,32000.0,3200.0,1,1.0,,808000.0,train
mahindra,tuv300,t8 amt,hebbal,ka-50,diesel,automatic,dealer,unknown,9.0,83049.0,9227.7,1,1.0,560064.0,482000.0,train
maruti suzuki,eeco,5 str with a/c+htr,unknown,ka-02,petrol,manual,dealer,unknown,12.0,30295.0,2524.6,1,,,328906.0,train
renault,triber,rxz,unknown,ka-51,petrol,manual,dealer,unknown,3.0,84059.0,28019.7,1,,,551000.0,train
honda,city,v mt,unknown,ka-03,petrol,manual,unknown,unknown,10.0,96882.0,9688.2,1,,,460000.0,train
renault,duster,rxz mt,gandhi nagar,ka-04,petrol,manual,dealer,brown,5.0,88977.0,17795.4,2,1.0,560009.0,550000.0,train
tata,tiago,revotron xza,whitefield,ka-04,petrol,automatic,dealer,silver,8.0,44500.0,5562.5,1,1.0,560066.0,490000.0,train
honda,jazz,v at,hebbal,ka-04,petrol,automatic,dealer,unknown,11.0,180500.0,16409.1,1,0.0,562157.0,350000.0,train
audi,a8l,quattro,nearby sarjapur police station,ka-04,diesel,automatic,dealer,unknown,13.0,85624.0,6586.5,1,1.0,,1664000.0,train
hyundai,grand i10 nios,sportz amt kappa,division ramanasree resort,ka-03,petrol,automatic,dealer,blue,2.0,17071.0,8535.5,1,1.0,560066.0,820000.0,train
maruti suzuki,alto,lxi,hebbal,ka-43,petrol,manual,dealer,unknown,13.0,89595.0,6891.9,2,1.0,560064.0,163617.0,train
ford,ecosport,titanium,whitefield,ka-09,diesel,manual,dealer,red,5.0,89975.0,17995.0,1,1.0,560066.0,792969.0,train
tata,nexon,xza plus sunroof,koramangala,ka-05,diesel,automatic,dealer,silver,5.0,93156.0,18631.2,1,1.0,560034.0,864928.0,train
ford,ecosport,titanium ecoboost,mysore road,ka-53,petrol,manual,dealer,unknown,11.0,74500.0,6772.7,2,0.0,560039.0,464000.0,train
hyundai,creta,sx (o) 7 dct,hebbal,ka-01,petrol,automatic,dealer,white,4.0,24000.0,6000.0,1,1.0,560103.0,1512000.0,train
maruti suzuki,dzire,zdi,hmt layout,ka-05,diesel,manual,dealer,unknown,13.0,156888.0,12068.3,1,1.0,,336000.0,train
mahindra,xuv300,w6,whitefield,ka-50,diesel,manual,dealer,white,7.0,61041.0,8720.1,1,1.0,560066.0,616600.0,train
maruti suzuki,xl6,zeta mt,whitefield,ka-41,petrol,manual,dealer,blue,6.0,39776.0,6629.3,1,1.0,560066.0,845000.0,train
volkswagen,polo,comfortline,unknown,ka-03,petrol,manual,dealer,unknown,11.0,82500.0,7500.0,1,0.0,,446000.0,train
hyundai,i10,magna irde2,malleshwaram,ka-03,petrol,manual,dealer,grey,12.0,88500.0,7375.0,1,0.0,560003.0,286000.0,train
maruti suzuki,celerio,vxi (o,whitefield,ka-04,petrol,manual,dealer,red,9.0,33992.0,3776.9,1,1.0,560066.0,329200.0,train
tata,nano,twist xt,gandhi nagar,ka-22,petrol,manual,dealer,red,11.0,51869.0,4715.4,1,1.0,560009.0,142100.0,train
tata,nexon,xza plus (premium) kaziranga,whitefield,ka-53,petrol,automatic,dealer,yellow,4.0,29118.0,7279.5,1,1.0,560066.0,882900.0,train
honda,amaze,vx,yeshwanthpur,ka-03,petrol,manual,dealer,silver,11.0,80408.0,7309.8,2,1.0,560022.0,335300.0,train
hyundai,new i20 n line,n8 gdi dct,gandhi nagar,ka-44,petrol,automatic,dealer,white,3.0,28295.0,9431.7,1,1.0,560009.0,948700.0,train
maruti suzuki,wagon r,vxi,begur,ka-34,petrol,manual,dealer,grey,12.0,62696.0,5224.7,3,0.0,560068.0,270000.0,train
renault,duster,85 ps rxz,jp nagar,ka-01,diesel,manual,dealer,grey,9.0,83494.0,9277.1,1,1.0,560078.0,619000.0,train
maruti suzuki,swift,vxi,begur,ka-05,petrol,manual,dealer,red,13.0,59916.0,4608.9,2,1.0,560068.0,350000.0,train
kia,sonet,gtx plus at,unknown,ka-03,diesel,automatic,dealer,unknown,5.0,33500.0,6700.0,1,1.0,,1066000.0,train
maruti suzuki,alto k10,vxi amt,hebbal,ka-04,petrol,automatic,dealer,unknown,11.0,45256.0,4114.2,1,1.0,560064.0,273600.0,train
hyundai,venue n line,n8 dct,hebbal,ka-25,petrol,automatic,dealer,white,2.0,21977.0,10988.5,1,1.0,560064.0,1021200.0,train
kia,seltos,htx,unknown,ka-50,petrol,manual,dealer,unknown,4.0,31000.0,7750.0,1,,,1220000.0,train
honda,amaze,s,gandhi nagar,ka-44,diesel,manual,dealer,blue,12.0,124462.0,10371.8,3,1.0,560009.0,198925.0,train
tata,altroz,xz plus i,electronic city,ap-39,petrol,manual,dealer,red,5.0,68532.0,13706.4,1,1.0,560100.0,595000.0,train
land rover,freelander 2,td4 se,tc palya tc palya,ap-02,diesel,automatic,dealer,red,12.0,116903.0,9741.9,2,1.0,560066.0,750000.0,train
honda,city,e mt,unknown,ka-53,petrol,manual,dealer,unknown,14.0,84780.0,6055.7,1,,,292000.0,train
mahindra,xuv 300,w8,mysore road,ka-53,diesel,manual,dealer,red,4.0,20500.0,5125.0,2,1.0,560039.0,937000.0,train
renault,kiger,rxz mt,hebbal,ka-19,petrol,manual,dealer,white,4.0,13504.0,3376.0,1,1.0,560064.0,636654.0,train
maruti suzuki,wagon r,vxi amt,koramangala,ka-04,petrol,automatic,dealer,grey,10.0,58151.0,5815.1,1,1.0,560034.0,340900.0,train
hyundai,i10,magna irde2,malleshwaram,ka-04,petrol,manual,dealer,unknown,13.0,52500.0,4038.5,1,0.0,560003.0,270000.0,train
hyundai,i10,magna,hebbal,ka-51,petrol,manual,dealer,grey,12.0,88805.0,7400.4,2,1.0,560064.0,222796.0,train
datsun,redi go,a,rt nagar,ka-01,petrol,manual,dealer,unknown,8.0,10490.0,1311.2,1,1.0,,240000.0,train
honda,amaze,s,yeshwanthpur,ka-03,petrol,manual,dealer,unknown,13.0,112566.0,8658.9,1,1.0,,281000.0,train
renault,captur,platine mono,nikoo homes 1 nikoo homes 1,tn-07,diesel,manual,dealer,unknown,8.0,73532.0,9191.5,1,1.0,,590000.0,train
tata,nexon,xza plus,hebbal,ka-51,petrol,automatic,dealer,grey,7.0,45208.0,6458.3,1,1.0,560064.0,641200.0,train
kia,seltos,gtx plus dct,hebbal,ka-05,petrol,automatic,dealer,silver,6.0,49453.0,8242.2,1,1.0,560064.0,1180000.0,train
maruti suzuki,ertiga,zdi + shvs,bannerghatta,ka-13,diesel,manual,dealer,silver,8.0,105000.0,13125.0,1,0.0,560076.0,882000.0,train
mg,hector,sharp ex cvt,hebbal,ka-02,petrol,automatic,dealer,white,4.0,24123.0,6030.8,1,1.0,560064.0,1437577.0,train
hyundai,grand i10,sportz (o) at kappa,hsr layout,ka-05,petrol,automatic,dealer,grey,9.0,45789.0,5087.7,2,1.0,560102.0,470000.0,train
hyundai,i20,asta (o) mt,hsr layout,ka-01,diesel,manual,dealer,white,4.0,76137.0,19034.2,1,1.0,560102.0,980000.0,train
honda,amaze,vx cvt,yeshwanthpur,ka-01,petrol,automatic,dealer,unknown,5.0,62910.0,12582.0,1,1.0,560022.0,638925.0,train
kia,sonet,htk plus dct,hebbal,ka-05,petrol,automatic,dealer,beige,6.0,50590.0,8431.7,1,1.0,560064.0,698900.0,train
volkswagen,polo,comfortline,whitefield,ka-05,petrol,manual,dealer,white,7.0,46500.0,6642.9,1,0.0,560066.0,605000.0,train
mahindra,kuv100,k4 6 str,unknown,ka-03,petrol,manual,unknown,unknown,10.0,56115.0,5611.5,1,,,286000.0,train
hyundai,verna,fluidic sx,hebbal,ka-51,diesel,manual,dealer,unknown,14.0,90500.0,6464.3,1,0.0,562157.0,396000.0,train
volkswagen,vento,highline,chikkabanavara chikkabanavara,mh-02,diesel,manual,dealer,white,12.0,76861.0,6405.1,3,1.0,560037.0,287000.0,train
tata,nano,twist xt,hebbal,ka-05,petrol,manual,dealer,purple,12.0,70953.0,5912.8,1,1.0,560064.0,111120.0,train
honda,city,s mt,hebbal,ka-05,petrol,manual,dealer,beige,13.0,80001.0,6153.9,2,1.0,560064.0,336355.0,train
honda,brio,v mt,no 157 vignesha coconut avenue road malleswaram,ka-04,petrol,manual,dealer,unknown,13.0,45217.0,3478.2,1,1.0,,330000.0,train
honda,amaze,s,hebbal,ka-51,diesel,manual,dealer,unknown,12.0,73191.0,6099.2,2,1.0,560064.0,315000.0,train
hyundai,i10,sportz irde2,unknown,unknown,petrol,manual,unknown,unknown,10.0,106000.0,10600.0,1,,,296000.0,train
maruti suzuki,baleno,zeta,jp nagar,ka-05,petrol,manual,dealer,grey,2.0,22614.0,11307.0,1,1.0,560078.0,850000.0,train
mahindra,bolero neo,n 10 (o,unknown,ka-53,diesel,manual,unknown,unknown,3.0,38892.0,12964.0,1,,,960000.0,train
hyundai,i20,sportz,hebbal,ka-20,petrol,manual,dealer,grey,8.0,64386.0,8048.2,1,1.0,560023.0,502400.0,train
mahindra,xuv500,w6,indiranagar,ka-03,diesel,manual,dealer,red,11.0,101194.0,9199.5,1,1.0,560038.0,840000.0,train
tata,nexon,xza plus,unknown,ka-53,petrol,automatic,dealer,unknown,8.0,58000.0,7250.0,1,,,696000.0,train
tata,curvv,accomplished plus a hyperion gdi 6mt,hebbal,ka-03,petrol,manual,dealer,unknown,2.0,1757.0,878.5,1,1.0,560064.0,1469000.0,train
ford,ecosport,titanium ti-vct,whitefield,ka-05,petrol,manual,dealer,unknown,10.0,56500.0,5650.0,1,0.0,560066.0,472000.0,train
hyundai,i20,sportz,hebbal,ka-03,petrol,manual,dealer,red,10.0,72990.0,7299.0,2,1.0,560064.0,411600.0,train
datsun,redi go,s amt,unknown,ka-59,petrol,automatic,unknown,unknown,7.0,30284.0,4326.3,1,,,299215.0,train
hyundai,aura,sx+ gdi mt,unknown,ka-03,petrol,manual,unknown,unknown,6.0,60283.0,10047.2,1,,,462000.0,train
hyundai,aura,sx plus amt,hebbal,ka-51,petrol,automatic,dealer,red,6.0,70508.0,11751.3,1,1.0,560064.0,515000.0,train
hyundai,grand i10,sportz kappa,hebbal,ka-02,petrol,manual,dealer,white,12.0,96451.0,8037.6,2,1.0,560064.0,286700.0,train
renault,scala,rxl,hebbal,ka-51,diesel,manual,dealer,unknown,12.0,91289.0,7607.4,2,1.0,,295000.0,train
hyundai,new santro,sportz amt,electronic city,ka-04,petrol,automatic,dealer,white,8.0,57229.0,7153.6,2,1.0,560066.0,400000.0,train
renault,duster,85 ps rxl,amshi international amshi international,hr-01,diesel,manual,dealer,unknown,13.0,275828.0,21217.5,1,1.0,,156000.0,train
honda,crv,2wd at,unknown,ka-51,petrol,automatic,dealer,unknown,20.0,134147.0,6707.4,1,,,300000.0,train
ford,figo,duratec exi,malleshwaram,ka-51,petrol,manual,dealer,unknown,15.0,73500.0,4900.0,1,0.0,560003.0,202000.0,train
hyundai,grand i10,asta kappa,hebbal,ka-05,petrol,manual,dealer,blue,12.0,47229.0,3935.8,1,1.0,560064.0,352800.0,train
